catalog,categotis,anim,lit,sport,mus,anim2,mus2,sport2,lit2,a_cng_c,a_cng_gl,a_cng_pril,s_cng_c,s_cng_gl,s_cng_pril,m_cng_c,m_cng_gl,m_cng_pril,l_cng_c,l_cng_gl,l_cng_pril
борис григорьевич,литература,,,,,Митохондрии,Альбан,Латвия,Синонимы,,,,,,,,,,,,
баку,литература,,,,,Glaucocystopsis,Адорно,Молдавия,Действие (физическая величина),,,,,,,,,,,,
норберт элиас,литература,,,,,Эволюция (биологическая),Теодор,Элладская православная церковь,4-вектор,,,,,,,,,,,,
фома аквинский,литература,,,,,Syssomonas,Немецкий язык,Халкидонский собор,Математика,,,,,,,,,,,,
раскин,литература,,,,,Отдел (ботаника),Григорианское пение,Православная церковь Чешских земель и Словакии,Акустооптика,,,,,,,,,,,,
александр борисович,литература,,,,,Род (биология),Эггебрехт,Греция,Фарадей,,,,,,,,,,,,
королевская национальная библиотека нидерландов,литература,,,,,Морфология (биология),Ганс Генрих,Новая философская энциклопедия,Майкл,,,,,,,,,,,,
анонимность,литература,,,,,Аксонема,Прикладная музыка,Ортодоксия,Теория хаоса,,,,,,,,,,,,
карибский кризис,литература,,,,,Зелёные растения,Дальхауз,Республика Кипр,Тождественные частицы,,,,,,,,,,,,
фунт стерлингов,литература,,,,,Путресцин,Карл,Варфоломей I (Патриарх Константинопольский),Закон сохранения,,,,,,,,,,,,
